id,poli,nomor_antrian,nama_pasien,nik,status,timestamp,dokter
1758,Poli KIA,POLI-781,Himawan Pratiwi,3202128569204960,done,2025-03-11 16:00:00,dr. Citra
1759,Poli Umum,POLI-864,"Harja Haryanto, S.H.",7900321066967959,done,2025-04-20 09:00:00,dr. Dina
1760,Poli KB,POLI-292,Agus Wasita,7412972782727322,done,2025-01-28 08:00:00,dr. Dina
1761,Poli Gizi,POLI-283,Drs. Diah Andriani,4754703316046533,waiting,2025-03-24 15:00:00,dr. Budi
1762,Poli Gizi,POLI-727,Ilsa Ardianto,5853383831163718,done,2025-01-27 12:00:00,dr. Fajar
1763,Poli KIA,POLI-227,"Farhunnisa Waluyo, S.Kom",4867009387364594,done,2025-03-23 17:00:00,dr. Andi
1764,Poli KIA,POLI-442,Gatra Wijayanti,9239259281735602,serving,2025-04-30 12:00:00,dr. Budi
1765,Poli Umum,POLI-239,Ibrani Kurniawan,5738128100991429,waiting,2025-05-22 08:00:00,dr. Fajar
1766,Poli Lansia,POLI-815,Puti Salwa Agustina,8242537373581240,done,2025-01-30 18:00:00,dr. Citra
1767,Poli Gizi,POLI-841,"KH. Hendra Maheswara, S.Ked",4785646749582354,done,2025-02-25 08:00:00,dr. Citra
1768,Poli Gizi,POLI-666,Ika Tampubolon,2635573106691819,waiting,2025-01-29 10:00:00,dr. Citra
1769,Poli KIA,POLI-613,Nova Firmansyah,7453334555482362,waiting,2025-05-11 17:00:00,dr. Citra
1770,Poli Gizi,POLI-918,"dr. Hasta Siregar, M.Ak",5918406340518158,done,2025-03-21 14:00:00,dr. Dina
1771,Poli Gizi,POLI-339,Amalia Prasetya,2451563817587220,done,2025-01-24 17:00:00,dr. Fajar
1772,Poli KIA,POLI-130,Mala Prabowo,7128910317444219,waiting,2025-04-28 10:00:00,dr. Citra
1773,Poli KB,POLI-537,Ami Salahudin,0876869885348054,done,2025-02-26 14:00:00,dr. Eka
1774,Poli Umum,POLI-681,Betania Prakasa,7992722837925305,waiting,2025-05-31 14:00:00,dr. Budi
1775,Poli Gizi,POLI-147,Tami Melani,3511720791187417,serving,2025-03-29 14:00:00,dr. Dina
1776,Poli Gigi,POLI-410,"Cornelia Novitasari, M.Farm",1290655458108852,done,2025-03-01 18:00:00,dr. Budi
1777,Poli Gizi,POLI-242,"H. Mahfud Maheswara, M.Farm",8711114784234798,serving,2025-03-21 18:00:00,dr. Citra
1778,Poli Umum,POLI-276,Tgk. Agnes Melani,6660148815765900,done,2025-02-11 13:00:00,dr. Dina
1779,Poli Lansia,POLI-956,"Balidin Nasyidah, S.E.I",7195591461032628,done,2025-04-07 17:00:00,dr. Eka
1780,Poli KB,POLI-561,Pangeran Pratiwi,3327575992502016,done,2025-03-02 17:00:00,dr. Dina
1781,Poli Lansia,POLI-514,Bancar Winarno,6147173106489228,done,2025-01-13 13:00:00,dr. Budi
1782,Poli Gigi,POLI-917,"Indah Laksmiwati, S.Gz",2280833598488631,waiting,2025-05-15 18:00:00,dr. Andi
1783,Poli KB,POLI-208,Cahyo Napitupulu,8975344589398644,done,2025-03-25 13:00:00,dr. Eka
1784,Poli KIA,POLI-085,Agnes Pertiwi,1207275082854601,done,2025-01-15 12:00:00,dr. Budi
1785,Poli Lansia,POLI-494,Natalia Kusmawati,6055374876864609,done,2025-05-30 08:00:00,dr. Andi
1786,Poli Lansia,POLI-970,Diah Pratama,7571575329163012,done,2025-02-21 18:00:00,dr. Dina
1787,Poli KB,POLI-877,"Dt. Jaka Wahyudin, S.Farm",4314001132688361,done,2025-01-08 09:00:00,dr. Budi
1788,Poli Gigi,POLI-732,Kiandra Kuswoyo,0258685222460422,waiting,2025-05-17 16:00:00,dr. Fajar
1789,Poli Gigi,POLI-298,Marsito Halimah,4282549851548864,waiting,2025-02-18 09:00:00,dr. Andi
1790,Poli KIA,POLI-569,Pangeran Hassanah,3896775719246652,done,2025-03-11 15:00:00,dr. Dina
1791,Poli Gigi,POLI-129,Hairyanto Firmansyah,2641554110816367,done,2025-04-13 18:00:00,dr. Dina
1792,Poli KB,POLI-499,"Sutan Cahyadi Saefullah, S.Pt",6204567255213178,done,2025-04-22 14:00:00,dr. Citra
1793,Poli Umum,POLI-919,"Tgk. Mahdi Hakim, S.Psi",7832432873918188,done,2025-02-19 13:00:00,dr. Citra
1794,Poli Umum,POLI-655,"Dirja Kusmawati, M.Farm",7140740496908069,waiting,2025-04-12 09:00:00,dr. Budi
1795,Poli Umum,POLI-784,"Ir. Respati Purwanti, M.Ak",5906275320046754,done,2025-05-23 18:00:00,dr. Citra
1796,Poli KB,POLI-478,Pranata Novitasari,7574418172537155,waiting,2025-05-23 15:00:00,dr. Citra
1797,Poli KIA,POLI-796,Hj. Dian Mulyani,0165090643361168,done,2025-04-27 13:00:00,dr. Eka
1798,Poli Lansia,POLI-777,"Lasmanto Budiman, S.T.",9721995197412014,done,2025-02-05 14:00:00,dr. Eka
1799,Poli Umum,POLI-085,"dr. Jinawi Halim, S.E.I",7401058618416044,done,2025-01-13 16:00:00,dr. Citra
1800,Poli Gigi,POLI-156,Uchita Kusmawati,5969341335692909,done,2025-05-17 17:00:00,dr. Dina
1801,Poli Umum,POLI-698,Nilam Handayani,7567818257706096,waiting,2025-03-14 09:00:00,dr. Citra
1802,Poli KIA,POLI-394,"Sutan Muhammad Yuliarti, S.I.Kom",6244415143623658,done,2025-05-20 10:00:00,dr. Budi
1803,Poli Umum,POLI-487,Diana Utama,2454626554855696,done,2025-03-01 16:00:00,dr. Citra
1804,Poli KB,POLI-943,Hj. Jamalia Hutapea,9863128981963900,done,2025-03-05 17:00:00,dr. Eka
1805,Poli KIA,POLI-955,"Cut Siti Yuniar, M.Kom.",5200748988594398,done,2025-05-22 11:00:00,dr. Andi
1806,Poli KB,POLI-744,Almira Pradana,1252048317801468,waiting,2025-01-07 12:00:00,dr. Fajar
1807,Poli Lansia,POLI-430,"Yuni Ardianto, M.Kom.",8838920066525569,waiting,2025-02-13 15:00:00,dr. Fajar
1808,Poli KB,POLI-780,Laila Riyanti,7728259697625137,done,2025-03-24 13:00:00,dr. Budi
1809,Poli Gizi,POLI-961,Empluk Najmudin,2520189760961719,serving,2025-01-12 13:00:00,dr. Fajar
1810,Poli Umum,POLI-966,"drg. Prakosa Rajata, S.E.",5167587063178399,done,2025-03-31 12:00:00,dr. Budi
1811,Poli KB,POLI-304,Harto Yulianti,7817356363428846,done,2025-02-06 15:00:00,dr. Dina
1812,Poli Gigi,POLI-945,"Tgk. Budi Hariyah, S.Kom",6589869485561717,done,2025-05-30 11:00:00,dr. Citra
1813,Poli Umum,POLI-644,"dr. Victoria Suryatmi, S.E.",6333994272733310,done,2025-03-28 09:00:00,dr. Andi
1814,Poli Gizi,POLI-814,Shania Pranowo,6080235230407510,done,2025-04-03 12:00:00,dr. Fajar
1815,Poli Umum,POLI-160,Yance Sitorus,9408313945109524,waiting,2025-03-07 09:00:00,dr. Citra
1816,Poli Lansia,POLI-305,Dewi Suryono,8608550661985489,waiting,2025-01-22 09:00:00,dr. Andi
1817,Poli Gigi,POLI-990,Garang Suwarno,1935604085764597,done,2025-05-05 11:00:00,dr. Dina
1818,Poli Gigi,POLI-684,Aisyah Astuti,2517194638948626,done,2025-03-12 17:00:00,dr. Budi
1819,Poli Lansia,POLI-725,Hendri Pratama,9101379838188838,done,2025-02-28 14:00:00,dr. Fajar
1820,Poli KB,POLI-641,Puti Siregar,5470201897000203,done,2025-01-21 17:00:00,dr. Fajar
1821,Poli KB,POLI-284,Karimah Anggraini,3565045082045428,done,2025-03-11 10:00:00,dr. Andi
1822,Poli KIA,POLI-794,Tina Wacana,6399080154172259,done,2025-02-26 10:00:00,dr. Eka
1823,Poli KB,POLI-220,Ikin Ardianto,8862918854951282,done,2025-02-16 15:00:00,dr. Budi
1824,Poli Lansia,POLI-997,"Aurora Natsir, S.Sos",6889379879439318,done,2025-02-21 09:00:00,dr. Citra
1825,Poli Umum,POLI-230,Prima Gunarto,5913517761669896,waiting,2025-02-15 13:00:00,dr. Dina
1826,Poli KIA,POLI-072,Mahmud Ramadan,5085685889781223,waiting,2025-02-15 16:00:00,dr. Budi
1827,Poli Gizi,POLI-112,Dalimin Mansur,5315675449362885,done,2025-03-27 12:00:00,dr. Citra
1828,Poli Umum,POLI-708,KH. Cahyadi Setiawan,2602943853222352,done,2025-04-06 14:00:00,dr. Dina
1829,Poli KIA,POLI-044,Parman Sinaga,7410003905656201,done,2025-02-27 11:00:00,dr. Citra
1830,Poli Gizi,POLI-793,"Cut Farah Hassanah, S.E.",7845817305277634,waiting,2025-01-27 08:00:00,dr. Fajar
1831,Poli KB,POLI-709,"Dr. Rusman Prasasta, S.E.I",2167495495681068,waiting,2025-05-01 10:00:00,dr. Dina
1832,Poli Gigi,POLI-497,"H. Balamantri Ardianto, M.Kom.",2134930637901291,done,2025-03-20 15:00:00,dr. Andi
1833,Poli KIA,POLI-154,Marsito Manullang,9978182119486567,waiting,2025-03-29 16:00:00,dr. Andi
1834,Poli Gigi,POLI-569,"Tgk. Estiono Mandasari, S.E.I",8003093310747393,waiting,2025-03-11 09:00:00,dr. Eka
1835,Poli Gizi,POLI-560,Himawan Mandasari,6957723547135178,done,2025-02-01 12:00:00,dr. Fajar
1836,Poli KB,POLI-733,Prayitna Hassanah,0884482226802619,serving,2025-04-12 10:00:00,dr. Dina
1837,Poli Gigi,POLI-774,"Hani Santoso, S.Ked",0438645337604257,waiting,2025-01-06 10:00:00,dr. Citra
1838,Poli Gizi,POLI-923,"dr. Kenari Safitri, S.E.",3628406392986942,serving,2025-02-27 14:00:00,dr. Andi
1839,Poli KIA,POLI-017,"Dewi Prakasa, S.Gz",5733285973418243,done,2025-05-19 09:00:00,dr. Andi
1840,Poli Lansia,POLI-206,Umi Winarno,6704374472355828,done,2025-04-22 12:00:00,dr. Dina
1841,Poli Lansia,POLI-273,"Ir. Vanesa Mangunsong, S.Kom",6849041214971710,done,2025-03-01 16:00:00,dr. Andi
1842,Poli Umum,POLI-053,Kala Pranowo,1486976755173300,done,2025-05-02 11:00:00,dr. Fajar
1843,Poli KB,POLI-620,Maida Rahayu,2344494721814165,waiting,2025-01-29 10:00:00,dr. Andi
1844,Poli Lansia,POLI-661,R. Malika Hutagalung,6205059405134309,done,2025-01-03 13:00:00,dr. Citra
1845,Poli Umum,POLI-262,Jane Mahendra,4410561154504070,done,2025-04-22 13:00:00,dr. Fajar
1846,Poli KB,POLI-808,"Cemeti Wijayanti, S.Gz",7381387849924298,done,2025-02-02 09:00:00,dr. Eka
1847,Poli KIA,POLI-403,Hj. Kamaria Hutapea,3051548495674836,done,2025-03-30 15:00:00,dr. Budi
1848,Poli KIA,POLI-831,Luluh Hutapea,5099832450532812,serving,2025-01-08 12:00:00,dr. Fajar
1849,Poli KB,POLI-777,"R. Kani Hartati, S.E.I",2836620366364561,done,2025-01-12 09:00:00,dr. Andi
1850,Poli Lansia,POLI-084,Qori Simbolon,3506623712055819,done,2025-02-19 11:00:00,dr. Citra
1851,Poli Gigi,POLI-133,Edi Damanik,5591917811848539,done,2025-03-21 14:00:00,dr. Budi
1852,Poli KB,POLI-746,Ivan Winarsih,9892825003450990,serving,2025-04-22 13:00:00,dr. Dina
1853,Poli Gigi,POLI-601,"Jessica Andriani, S.I.Kom",3503995148024808,done,2025-02-23 10:00:00,dr. Eka
1854,Poli Gigi,POLI-534,Ira Puspasari,3825585030489215,done,2025-03-19 10:00:00,dr. Eka
1855,Poli KB,POLI-969,Putri Rahayu,9458989840740078,done,2025-02-12 18:00:00,dr. Eka
1856,Poli KB,POLI-904,Ratna Laksita,6136603350555633,serving,2025-02-05 09:00:00,dr. Budi
1857,Poli Lansia,POLI-492,Diana Melani,2871458692156248,done,2025-04-06 13:00:00,dr. Budi
1858,Poli Umum,POLI-915,"Drajat Hidayat, S.E.",7051317790513632,serving,2025-03-03 12:00:00,dr. Budi
1859,Poli Gigi,POLI-665,"Azalea Firmansyah, S.IP",6896372055646038,done,2025-02-17 14:00:00,dr. Budi
1860,Poli Lansia,POLI-835,Surya Pradana,2466509438042777,serving,2025-04-25 15:00:00,dr. Citra
1861,Poli KIA,POLI-595,"Jessica Sinaga, M.Farm",9012554999756853,done,2025-01-22 17:00:00,dr. Eka
1862,Poli Umum,POLI-381,Wisnu Firmansyah,8257610865224966,done,2025-02-27 13:00:00,dr. Budi
1863,Poli Gigi,POLI-665,"Amalia Pudjiastuti, S.Pt",2465758675281080,serving,2025-04-27 15:00:00,dr. Dina
1864,Poli KIA,POLI-486,Sakura Sihombing,5771697998795874,done,2025-01-29 17:00:00,dr. Dina
1865,Poli Gizi,POLI-849,Tiara Sihombing,2651265304464008,done,2025-01-11 14:00:00,dr. Fajar
1866,Poli KIA,POLI-594,Ophelia Hidayat,1982045634438361,done,2025-02-19 16:00:00,dr. Budi
1867,Poli KIA,POLI-713,Mahesa Waluyo,0381390506666711,serving,2025-02-18 14:00:00,dr. Andi
1868,Poli KB,POLI-057,Kasiyah Utami,0186943636925254,waiting,2025-04-10 12:00:00,dr. Budi
1869,Poli Lansia,POLI-713,Yulia Napitupulu,7074075780465748,done,2025-05-13 18:00:00,dr. Fajar
1870,Poli Gigi,POLI-478,Cahyono Lestari,5731656483686134,done,2025-03-05 08:00:00,dr. Andi
1871,Poli KIA,POLI-308,dr. Najwa Prasetya,6850347485589673,done,2025-03-17 15:00:00,dr. Dina
1872,Poli KIA,POLI-878,Bakiman Purwanti,1744752929567681,waiting,2025-04-11 11:00:00,dr. Andi
1873,Poli KB,POLI-421,Lembah Anggraini,7331533606688332,waiting,2025-03-27 13:00:00,dr. Eka
1874,Poli Umum,POLI-354,Emas Suryono,4153888780005795,serving,2025-05-30 17:00:00,dr. Fajar
1875,Poli KB,POLI-351,Virman Saefullah,4137237161003182,serving,2025-04-01 17:00:00,dr. Eka
1876,Poli Umum,POLI-021,Utama Sihotang,1440974067538777,serving,2025-01-03 12:00:00,dr. Citra
1877,Poli KIA,POLI-309,Bambang Anggraini,5773458962739946,waiting,2025-02-20 10:00:00,dr. Fajar
1878,Poli Gigi,POLI-037,Drs. Harjasa Mandasari,5077822027591242,done,2025-01-06 16:00:00,dr. Andi
1879,Poli KB,POLI-324,"Tugiman Susanti, M.TI.",3964578829476779,waiting,2025-05-23 16:00:00,dr. Andi
1880,Poli Umum,POLI-795,Aslijan Uwais,1580566967101112,done,2025-04-18 11:00:00,dr. Budi
1881,Poli Gizi,POLI-435,Indah Nurdiyanti,1771300237250055,done,2025-02-20 09:00:00,dr. Budi
1882,Poli Umum,POLI-902,"Bahuraksa Pratiwi, M.Farm",5878200074575087,done,2025-02-21 10:00:00,dr. Andi
1883,Poli Lansia,POLI-447,"Kemal Wibowo, S.Ked",8360452418689042,done,2025-05-25 10:00:00,dr. Dina
1884,Poli Umum,POLI-733,"Ganjaran Rahayu, S.Gz",8550029416415689,done,2025-01-14 16:00:00,dr. Dina
1885,Poli Gizi,POLI-068,Farah Mardhiyah,8298975361744414,done,2025-01-30 15:00:00,dr. Fajar
1886,Poli KB,POLI-506,Tasdik Putra,2464539372704896,done,2025-05-07 15:00:00,dr. Fajar
1887,Poli Lansia,POLI-414,Ir. Ibrahim Maryadi,9832779101109616,done,2025-01-04 12:00:00,dr. Andi
1888,Poli Umum,POLI-540,Victoria Rajasa,8115585205173301,done,2025-05-28 17:00:00,dr. Andi
1889,Poli Lansia,POLI-001,"Dr. Empluk Hardiansyah, S.E.I",7575575800102734,waiting,2025-05-19 17:00:00,dr. Dina
1890,Poli KIA,POLI-883,Rina Yuniar,0928739385865994,done,2025-03-04 18:00:00,dr. Budi
1891,Poli Gigi,POLI-556,T. Hartaka Utami,1520944000586046,done,2025-03-05 15:00:00,dr. Eka
1892,Poli KIA,POLI-623,Cindy Pradipta,9054442889979121,done,2025-03-07 15:00:00,dr. Dina
1893,Poli Gizi,POLI-540,"Gawati Oktaviani, M.TI.",3812522536966228,done,2025-04-01 11:00:00,dr. Andi
1894,Poli KB,POLI-451,Hasta Adriansyah,4513254417112802,waiting,2025-02-27 08:00:00,dr. Fajar
1895,Poli Lansia,POLI-044,"Siska Sirait, S.Farm",1256967001306409,done,2025-02-13 18:00:00,dr. Budi
1896,Poli KB,POLI-208,Ibun Pratiwi,5479717485570848,waiting,2025-05-30 16:00:00,dr. Citra
1897,Poli KIA,POLI-575,Dt. Bakiadi Nasyidah,5213028660898180,done,2025-02-27 12:00:00,dr. Andi
1898,Poli KB,POLI-156,R. Dalima Mandasari,7188365353758810,done,2025-03-18 08:00:00,dr. Fajar
1899,Poli KIA,POLI-659,Dr. Kamaria Lazuardi,2552094199773489,done,2025-01-14 13:00:00,dr. Budi
1900,Poli KB,POLI-183,"Tgk. Putri Iswahyudi, S.I.Kom",2711848111717711,waiting,2025-04-11 12:00:00,dr. Andi
1901,Poli Umum,POLI-390,"Novi Yulianti, S.E.I",8198376149095348,done,2025-05-30 09:00:00,dr. Andi
1902,Poli KIA,POLI-921,Aurora Prasetyo,1216173723307045,serving,2025-05-12 18:00:00,dr. Citra
1903,Poli KB,POLI-527,"Dr. Rahayu Saptono, S.Pt",6082673624930041,done,2025-04-27 14:00:00,dr. Citra
1904,Poli Lansia,POLI-159,dr. Harsaya Natsir,4831590261775849,done,2025-03-20 14:00:00,dr. Citra
1905,Poli Gizi,POLI-270,"R. Hana Najmudin, M.Farm",3084286301606256,done,2025-01-11 09:00:00,dr. Dina
1906,Poli KIA,POLI-311,Tania Maulana,9229054098390043,done,2025-04-15 09:00:00,dr. Citra
1907,Poli KIA,POLI-131,"Carub Wacana, S.Psi",4215818347030254,done,2025-01-05 18:00:00,dr. Fajar
1908,Poli Gigi,POLI-116,Shakila Haryanto,2536309414849291,waiting,2025-04-17 13:00:00,dr. Fajar
1909,Poli KB,POLI-540,Farhunnisa Hutasoit,8761007406507302,serving,2025-03-18 14:00:00,dr. Budi
1910,Poli Gigi,POLI-021,Baktiono Sihombing,3329442424227893,done,2025-01-04 09:00:00,dr. Dina
1911,Poli Lansia,POLI-492,"Galak Maryati, S.Kom",0746157664065909,done,2025-05-02 17:00:00,dr. Citra
1912,Poli Umum,POLI-761,"Hendra Kusumo, M.M.",2292950495365757,done,2025-02-01 12:00:00,dr. Dina
1913,Poli Lansia,POLI-981,Betania Anggriawan,0003846308793615,done,2025-05-11 16:00:00,dr. Budi
1914,Poli Lansia,POLI-470,Ratna Suartini,9968483769506978,done,2025-04-01 11:00:00,dr. Eka
1915,Poli KB,POLI-142,Shania Wastuti,8973029550222958,done,2025-03-19 17:00:00,dr. Fajar
1916,Poli KB,POLI-088,Restu Widiastuti,1232413783803439,done,2025-02-20 10:00:00,dr. Eka
1917,Poli Lansia,POLI-306,Bagya Wibowo,7846394269330579,done,2025-05-26 10:00:00,dr. Budi
1918,Poli Gizi,POLI-355,"R.A. Ratih Pangestu, S.H.",4000212601192725,waiting,2025-02-25 13:00:00,dr. Citra
1919,Poli KIA,POLI-695,Restu Saragih,3350538183308560,done,2025-01-21 13:00:00,dr. Budi
1920,Poli KIA,POLI-458,Niyaga Santoso,8023852517667912,serving,2025-05-07 10:00:00,dr. Dina
1921,Poli KIA,POLI-980,Clara Hutagalung,2586701402156620,done,2025-04-10 16:00:00,dr. Eka
1922,Poli Lansia,POLI-913,Drs. Natalia Suryono,2584181223026847,done,2025-04-23 17:00:00,dr. Eka
1923,Poli Lansia,POLI-766,Oni Oktaviani,1898109646359203,done,2025-01-28 15:00:00,dr. Fajar
1924,Poli Lansia,POLI-197,Puti Ana Halim,9969327397412939,waiting,2025-04-11 17:00:00,dr. Dina
1925,Poli KB,POLI-223,"Tgk. Yulia Prastuti, S.I.Kom",3834431719629956,done,2025-01-09 16:00:00,dr. Citra
1926,Poli KIA,POLI-575,"Mutia Saefullah, S.Psi",4518759677071031,waiting,2025-03-11 09:00:00,dr. Fajar
1927,Poli Gizi,POLI-031,Zulaikha Rahmawati,3213034095179843,done,2025-03-20 17:00:00,dr. Citra
1928,Poli Gizi,POLI-345,"dr. Sari Sihombing, S.E.I",8439578107788276,done,2025-02-18 09:00:00,dr. Fajar
1929,Poli KIA,POLI-982,Cemeti Nugroho,8002764027532339,done,2025-04-26 18:00:00,dr. Andi
1930,Poli Gigi,POLI-531,Bakianto Narpati,5154083120669255,done,2025-03-24 11:00:00,dr. Citra
1931,Poli KIA,POLI-954,Siska Utami,0707598504481112,done,2025-01-26 17:00:00,dr. Andi
1932,Poli Lansia,POLI-638,Ella Zulkarnain,2096853732858187,done,2025-01-03 10:00:00,dr. Dina
1933,Poli Gizi,POLI-840,Salsabila Firgantoro,9573027751906389,done,2025-01-04 12:00:00,dr. Andi
1934,Poli KIA,POLI-589,Prayogo Pradipta,6428646838729450,waiting,2025-01-20 11:00:00,dr. Andi
1935,Poli Gizi,POLI-188,Lurhur Adriansyah,1029355123472180,done,2025-04-06 17:00:00,dr. Eka
1936,Poli KIA,POLI-070,Upik Pratiwi,7093941711449921,done,2025-01-09 15:00:00,dr. Eka
1937,Poli Gigi,POLI-817,"Mahesa Gunawan, S.T.",8179429582417012,done,2025-01-17 12:00:00,dr. Dina
1938,Poli KB,POLI-535,Elisa Saptono,0533067847582698,done,2025-04-05 16:00:00,dr. Budi
1939,Poli Gigi,POLI-026,"Dr. Harjasa Hastuti, S.Sos",1987637926490180,done,2025-02-07 08:00:00,dr. Dina
1940,Poli Gizi,POLI-057,Rahayu Handayani,3671049480354800,done,2025-01-12 17:00:00,dr. Eka
1941,Poli Gizi,POLI-603,Calista Hassanah,1230448763648347,waiting,2025-03-07 09:00:00,dr. Fajar
1942,Poli KB,POLI-521,Galur Nashiruddin,5314043125931811,done,2025-04-28 11:00:00,dr. Budi
1943,Poli KB,POLI-039,Cut Fitria Gunawan,5025026208469190,done,2025-01-25 12:00:00,dr. Eka
1944,Poli KB,POLI-438,Drs. Empluk Rahmawati,3728659148591752,waiting,2025-05-17 13:00:00,dr. Fajar
1945,Poli Gizi,POLI-052,"R.A. Mila Mandasari, S.T.",5757444379494830,done,2025-05-24 17:00:00,dr. Fajar
1946,Poli Gigi,POLI-086,Ayu Sudiati,5483025297650059,done,2025-03-10 13:00:00,dr. Fajar
1947,Poli KIA,POLI-797,Bakda Anggriawan,5518343550607500,waiting,2025-04-26 13:00:00,dr. Budi
1948,Poli Gigi,POLI-159,Zizi Riyanti,0931647742031490,done,2025-02-07 16:00:00,dr. Citra
1949,Poli Lansia,POLI-798,"Umay Mangunsong, M.Farm",8594312223863665,done,2025-05-07 10:00:00,dr. Fajar
1950,Poli KIA,POLI-112,Dian Zulaika,5546719020288831,waiting,2025-02-26 16:00:00,dr. Andi
1951,Poli Umum,POLI-642,Hartaka Sihotang,4809966516106731,serving,2025-04-30 12:00:00,dr. Budi
1952,Poli KIA,POLI-628,Vanya Wijaya,2550136989562713,done,2025-01-26 08:00:00,dr. Citra
1953,Poli KIA,POLI-809,Anastasia Hidayanto,1546338310822691,waiting,2025-03-10 18:00:00,dr. Eka
1954,Poli KB,POLI-496,Jamal Permadi,9854736750317482,done,2025-02-01 09:00:00,dr. Dina
1955,Poli Gizi,POLI-199,"Cornelia Mahendra, S.Psi",2031392579993374,done,2025-01-19 09:00:00,dr. Eka
1956,Poli Umum,POLI-708,Radit Salahudin,2013538469616493,waiting,2025-02-25 12:00:00,dr. Andi
1957,Poli Gizi,POLI-324,"Prayogo Nugroho, S.E.",8315415114537630,waiting,2025-05-13 11:00:00,dr. Andi
1958,Poli KB,POLI-491,"Wani Laksita, S.E.",9220698363767499,serving,2025-04-18 17:00:00,dr. Andi
1959,Poli KB,POLI-880,"Cindy Yuniar, S.Pd",3271992577387235,done,2025-01-08 15:00:00,dr. Budi
1960,Poli KIA,POLI-560,Harsaya Iswahyudi,8944757348575058,done,2025-01-22 11:00:00,dr. Fajar
1961,Poli KIA,POLI-744,"Rizki Palastri, S.Kom",4481635812831677,done,2025-05-22 12:00:00,dr. Citra
1962,Poli KIA,POLI-270,Widya Nashiruddin,6987572170504435,done,2025-01-25 17:00:00,dr. Eka
1963,Poli KB,POLI-749,"Melinda Pangestu, M.Pd",3857439966176962,done,2025-04-17 09:00:00,dr. Dina
1964,Poli Gizi,POLI-880,Sutan Adiarja Saptono,3364565079326053,done,2025-05-18 09:00:00,dr. Budi
1965,Poli KIA,POLI-322,Ayu Kusumo,9999638193778887,done,2025-05-05 14:00:00,dr. Fajar
1966,Poli Umum,POLI-386,"Cut Belinda Mansur, S.E.",3140370506387990,waiting,2025-02-26 11:00:00,dr. Andi
1967,Poli KB,POLI-720,Hj. Nadine Saefullah,7894186813034521,done,2025-02-25 18:00:00,dr. Fajar
1968,Poli Lansia,POLI-225,Jaga Winarsih,0911740047355267,done,2025-04-21 16:00:00,dr. Eka
1969,Poli Umum,POLI-401,Vega Budiman,0660855797472770,waiting,2025-04-27 10:00:00,dr. Eka
1970,Poli Lansia,POLI-468,"KH. Jati Latupono, S.Gz",0378608851413612,serving,2025-03-26 15:00:00,dr. Dina
1971,Poli KB,POLI-224,Cut Alika Prakasa,7008881726643001,serving,2025-01-29 09:00:00,dr. Citra
1972,Poli Lansia,POLI-061,"Garang Mardhiyah, S.Ked",9846568026282954,done,2025-01-21 18:00:00,dr. Dina
1973,Poli KB,POLI-732,Juli Pertiwi,1614057895366477,done,2025-05-25 08:00:00,dr. Dina
1974,Poli Lansia,POLI-847,Purwa Nuraini,7169996749455635,done,2025-02-07 10:00:00,dr. Dina
1975,Poli Gigi,POLI-264,Diah Sinaga,3603084045257048,done,2025-01-13 13:00:00,dr. Fajar
1976,Poli Lansia,POLI-054,Salimah Wacana,0058912242432257,serving,2025-02-09 13:00:00,dr. Andi
1977,Poli KB,POLI-783,"Argono Permata, S.H.",8545677342313559,done,2025-04-19 15:00:00,dr. Fajar
1978,Poli Lansia,POLI-122,"Ir. Saiful Padmasari, S.Pd",1764689783415573,done,2025-05-06 13:00:00,dr. Citra
1979,Poli Umum,POLI-896,Aurora Anggraini,7155519174641344,waiting,2025-02-21 18:00:00,dr. Eka
1980,Poli Umum,POLI-464,"Cut Zizi Wulandari, M.Pd",1099476638804702,waiting,2025-04-11 18:00:00,dr. Citra
1981,Poli Gigi,POLI-470,"Dinda Tamba, M.Pd",1782000715348707,serving,2025-03-19 09:00:00,dr. Fajar
1982,Poli Gizi,POLI-341,Gatot Anggraini,2932315315967413,done,2025-03-20 10:00:00,dr. Fajar
1983,Poli Umum,POLI-263,Dr. Artawan Purwanti,0933975098126380,done,2025-03-06 18:00:00,dr. Citra
1984,Poli Gizi,POLI-565,Dimaz Sihotang,4189598930861330,done,2025-02-25 13:00:00,dr. Eka
1985,Poli Umum,POLI-560,Opan Pradipta,5313042084234022,done,2025-03-24 15:00:00,dr. Eka
1986,Poli Gigi,POLI-028,Clara Gunawan,3074701808137365,done,2025-05-11 09:00:00,dr. Eka
1987,Poli KB,POLI-810,Purwanto Napitupulu,0054803516551779,done,2025-01-02 18:00:00,dr. Citra
1988,Poli Lansia,POLI-551,R. Caturangga Kusmawati,8768409741824359,done,2025-04-27 12:00:00,dr. Eka
1989,Poli KB,POLI-984,Danuja Namaga,6031347116781594,waiting,2025-04-22 15:00:00,dr. Citra
1990,Poli Gizi,POLI-127,Tgk. Bakianto Kusmawati,1946904676298013,waiting,2025-02-04 08:00:00,dr. Andi
1991,Poli Umum,POLI-676,Jasmani Natsir,9252366176339558,waiting,2025-03-23 08:00:00,dr. Andi
1992,Poli Lansia,POLI-035,Rama Riyanti,2679439267815823,serving,2025-05-18 17:00:00,dr. Andi
1993,Poli Umum,POLI-919,Keisha Oktaviani,2113841540742098,serving,2025-05-31 10:00:00,dr. Dina
1994,Poli KIA,POLI-861,Elisa Damanik,7784677204984773,waiting,2025-04-12 15:00:00,dr. Citra
